Generation,Timestamp,X-Axis,Y-Axis,Z-Axis,Frequency,
450,"11.446","-0.067","0.0321","9.9678","202.6342",
451,"11.539","-0.0658","0.0309","9.9664","202.8706",
452,"11.551","-0.0662","0.0308","9.9653","202.7201",
453,"11.622","-0.0664","0.0298","9.9633","202.7946",
454,"11.751","-0.0862","0.0233","10.0263","201.9346",
455,"11.755","-0.0862","0.0296","9.9976","202.3588",
456,"11.758","-0.0622","0.0296","9.9671","202.677",
457,"11.762","-0.0677","0.03","9.9664","202.7831",
458,"11.766","-0.0678","0.0298","9.9661","202.8361",
459,"11.852","-0.0718","0.0473","9.9976","202.7085",
460,"11.862","-0.0698","0.0308","10.0455","202.8668",
461,"11.961","-0.1197","0.076","9.9928","202.2675",
462,"11.964","-0.0714","0.0664","9.9976","202.7922",
463,"11.971","-0.0708","0.0328","9.9703","202.8447",
464,"12.067","-0.0527","-0.015","9.9832","202.8228",
465,"12.08","-0.0739","0.0336","9.969","202.9794",
466,"12.085","-0.0738","0.0338","9.9688","202.6766",
467,"12.159","-0.0335","-0.0006","10.055","202.282",
468,"12.164","0.0144","0.0186","9.8013","202.7493",
469,"12.173","-0.0729","0.0348","9.9663","202.8012",
470,"12.255","-0.07","0.0344","9.9628","202.6248",
471,"12.268","-0.0696","0.0351","9.9622","202.7798",
472,"12.345","-0.0766","0.0186","10.0024","202.8514",
473,"12.354","-0.0685","0.0352","9.961","202.6044",
474,"12.358","-0.0686","0.0357","9.9607","202.6558",
475,"12.435","-0.0383","0.0359","9.9689","202.8299",
476,"12.532","-0.0622","-0.0006","9.9661","202.1973",
477,"12.535","-0.0192","0.1095","9.9258","202.6048",
478,"12.537","-0.0653","0.0338","9.9655","202.7067",
479,"12.64","-0.1101","0.0521","9.897","202.078",
480,"12.646","-0.0958","-0.0293","9.9675","202.5848",
